settlement_code,settlement,rows
,כפר סאלד,124
553,ניר בנים,124
,ניר בנים,124
345,כפר סאלד,124
721,שדה אילן,124
,שדה אילן,124
2050,"תלמי ביל""ו",123
,"תלמי ביל""ו",123
,רמות מאיר,122
705,נחשונים,122
750,פדויים,122
735,רמות מאיר,122
,פדויים,122
,נחשונים,122
,חגור,121
165,ניר יפה,121
,ניר יפה,121
,משגב דב,121
,שדי תרומות,121
717,חגור,121
2057,שדי תרומות,121
765,משגב דב,121
4702,רמות,120
4021,גבעת יואב,120
248,בית שערים,120
,רמות,120
,גבעת יואב,120
,בית שערים,120
833,נורית,119
421,משאבי שדה,119
,משאבי שדה,119
,נורית,119
,אודם,118
4010,אודם,118
1376,באר גנים,117
,באר גנים,117
816,זנוח,116
,שדה אליהו,116
,גבעת עוז,116
,זנוח,116
,בית עזרא,116
304,שדה אליהו,116
703,גבעת עוז,116
756,בית עזרא,116
189,כפר פינס,115
610,סתריה,115
862,גני יוחנן,115
,טללים,115
,כפר פינס,115
,גני יוחנן,115
1177,טללים,115
,סתריה,115
1158,יהל,114
,גאליה,114
853,גאליה,114
,יהל,114
598,בית קמה,113
4022,גשור,113
,כפר זיתים,113
,ניר עם,113
,גשור,113
,בית קמה,113
348,ניר עם,113
,עארה,113
786,כפר זיתים,113
685,בניה,112
836,גנות,112
360,"גבעת ניל""י",112
,דחי,112
,"גבעת ניל""י",112
,אניעם,112
,נוה,112
475,דחי,112
,בית דג'ן)שכם(,112
1366,נוה,112
877,בית חירות,112
,גנות,112
,בניה,112
4012,אניעם,112
,בית חירות,112
4701,רמת מגשימים,111
,רמת מגשימים,111
,מבוא מודיעים,110
448,בני עטרות,110
1141,מבוא מודיעים,110
,בורגתה,110
,אחוזם,110
821,אחוזם,110
,בני עטרות,110
698,בורגתה,110
1262,צוקים,110
,צוקים,110
,מעלה גלבוע,109
,נוגה,109
55,נוגה,109
1127,מעלה גלבוע,109
1333,נוף איילון,109
,נוף איילון,109
,גשר הזיו,109
574,גשר הזיו,109
,זיקים,108
584,זיקים,108
,כפר חנניה,107
571,בית גמליאל,107
,בית גמליאל,107
1297,כפר חנניה,107
,ח'ואלד )שבט(,106
,צרופה,106
986,ח'ואלד )שבט(,106
,צנדלה,106
636,צנדלה,106
,גאולים,106
612,צרופה,106
379,גאולים,106
,ארז,105
,נאות גולן,105
4551,נאות גולן,105
,רעים,105
713,רעים,105
714,ארז,105
301,בית עוזיאל,104
,בית עוזיאל,104
,אפיניש )שבט(,104
959,אפיניש )שבט(,104
,בית עובד,103
,צוחר,103
,עופר,103
,נווה איתן,103
296,נווה איתן,103
810,עופר,103
202,בית עובד,103
,יזרעאל,103
1340,מרחב עם,103
1136,צוחר,103
,טייבה )בעמק(,103
,מרחב עם,103
497,טייבה )בעמק(,103
452,יזרעאל,103
,עמינדב,102
779,עמינדב,102
196,גיבתון,102
,גיבתון,102
,תלמים,102
814,תלמים,102
,רתמים,101
,זכריה,101
799,זכריה,101
1260,רתמים,101
,יציץ,101
759,יציץ,101
,נוב,101
4304,נוב,101
,שער הנגב,100
,ביר א סכה,100
,שדה עוזיהו,100
840,כיסופים,100
,כיסופים,100
739,שדה עוזיהו,100
789,רנן,100
,מורן,100
1163,מורן,100
,רנן,100
,גן שורק,99
,שדה יצחק,99
618,חדיד,99
2008,שדה יצחק,99
311,גן שורק,99
,חדיד,99
,מדרך עוז,97
1205,מנות,97
,כפר שמואל,97
2029,מדרך עוז,97
,מנות,97
743,כפר שמואל,97
,גדיש,97
,בית רימון,97
145,גדיש,97
1162,בית רימון,97
,בן עמי,96
1072,גן הדרום,96
712,בן עמי,96
,גן הדרום,96
2009,יובל,95
,בר יוחאי,95
1191,בר יוחאי,95
,יובל,95
1149,עזר,95
,עזר,95
,כנף,94
1082,מעגלים,94
,מעין צבי,94
290,מעין צבי,94
4028,כנף,94
764,כפר מרדכי,94
,כפר מרדכי,94
,מעגלים,94
,עזריה,93
191,הדר עם,93
,מצפה נטופה,93
1190,מצפה נטופה,93
711,עזריה,93
,דלתון,93
,נחל עוז,93
,תאשור,93
,הדר עם,93
844,נחל עוז,93
,עין החורש,93
167,עין החורש,93
204,אלישיב,93
2062,תאשור,93
,אלישיב,93
431,דלתון,93
745,גמזו,92
4003,אל-רום,92
,גמזו,92
,אל-רום,92
,כפר אביב,92
857,כפר אביב,92
,האון,91
,גבולות,91
352,גבולות,91
,מישר,91
,מדרשת בן גוריון,91
702,האון,91
1140,מדרשת בן גוריון,91
731,מישר,91
4004,כפר חרוב,89
,עינת,89
871,עינת,89
,יעל,89
,מ. א. באר טוביה,89
,כפר חרוב,89
1117,יעל,89
1283,תל תאומים,88
112,כפר חסידים א',88
,כפר חסידים א',88
,תל תאומים,88
,טל שחר,87
792,נתיב השיירה,87
846,שפר,87
462,טל שחר,87
2016,רוויה,87
,רוויה,87
,שפר,87
,נתיב השיירה,87
,אלישמע,86
417,יקום,86
841,אלישמע,86
,יקום,86
,שואבה,85
,אחיעזר,85
797,אחיעזר,85
741,שואבה,85
,מ. א. ברנר,85
784,בית נחמיה,85
,בית נחמיה,85
,פתחיה,84
839,פתחיה,84
146,דבורה,83
,דבורה,83
,מבוא חמה,82
997,רומת הייב,82
,מטע,82
,רומת הייב,82
4204,מבוא חמה,82
822,מטע,82
,אלמגור,81
378,משגב עם,81
1125,אלמגור,81
,משגב עם,81
1180,צביה,80
,מ. א. עמק לוד,80
4101,מרום גולן,80
,רווחה,80
,צביה,80
,מרום גולן,80
2051,רווחה,80
567,צרעה,79
,פלך,79
,"פעמי תש""ז",79
,צרעה,79
2059,"פעמי תש""ז",79
1185,פלך,79
,זמרת,79
1065,זמרת,79
,מלילות,78
2044,מלילות,78
106,כפר גדעון,78
,מעונה,78
,מ. א. חוף אשקלון,78
,מ. א. מטה אשר,78
,כפר גדעון,78
,בית אורן,78
317,בית אורן,78
570,מעונה,78
,בטחה,77
2042,עין גדי,77
,עמקה,77
916,ישע,77
708,עמקה,77
762,בטחה,77
,ישע,77
,כלנית,77
,סואעד )חמרייה(,77
,עין גדי,77
1229,כלנית,77
4014,נטור,76
,נטור,76
,בר גיורא,75
823,בר גיורא,75
,הילה,75
1208,הילה,75
,עין זיוון,74
1209,חרשים,74
32,עוצם,74
738,דור,74
,עוצם,74
555,שדמה,74
,שדמה,74
,גינתון,74
863,גינתון,74
,חרשים,74
4503,עין זיוון,74
,דור,74
,צלפון,73
,פרי גן,73
,איתן,73
796,צלפון,73
,סער,73
1231,פרי גן,73
454,סער,73
37,איתן,73
4024,קלע,72
2026,ירדנה,72
,ירדנה,72
,קלע,72
1058,שדה ניצן,71
,אייל,71
716,אייל,71
1133,ורדון,71
,ורדון,71
,שדה ניצן,71
,חניאל,71
807,חניאל,71
265,בית יוסף,70
,כפר הנגיד,70
,בית יוסף,70
,אבו קורינאת )שבט(,70
968,אבו קורינאת )שבט(,70
,הר עמשא,70
,חלף,70
582,כפר הנגיד,70
1259,נווה שלום,70
,נווה שלום,70
1261,הר עמשא,70
512,כפר מצר,69
,תושיה,69
,"עמק יזרעאל מ""א 31",69
,כפר מצר,69
,ישעי,69
1083,תושיה,69
805,ישעי,69
993,חמאם,68
,צבעון,68
,אבשלום,68
1213,צבעון,68
,חמאם,68
1311,אבשלום,68
1227,יתד,67
,יתד,67
,מירב,66
,יושיביה,66
746,ברכיה,66
,ברכיה,66
803,יושיביה,66
1282,מירב,66
1324,ארסוף,65
,משמר איילון,65
,ארסוף,65
1151,פארן,65
,פארן,65
,טבעון,65
670,משמר איילון,65
,מ. א. גזר,64
,שאר ישוב,64
10,תירוש,64
324,שאר ישוב,64
,תירוש,64
,געתון,63
463,געתון,63
,אבירים,62
,קדמת צבי,62
,רמות נפתלי,62
1220,אבירים,62
,רחוב,62
372,רמות נפתלי,62
854,רחוב,62
4025,קדמת צבי,62
84,תל יוסף,61
,תל יוסף,61
2024,אום אל-קוטוף,61
,מנשית זבדה,61
994,מנשית זבדה,61
,אום אל-קוטוף,61
,שעל,60
4009,שעל,60
665,תקומה,60
,מ. א. מגידו,60
,תקומה,60
173,גבעת חיים )מאוחד(,59
,גבעת חיים )מאוחד(,59
,כרמי קטיף,59
,אביטל,59
1374,כרמי קטיף,59
2052,אביטל,59
,אפיק,58
2047,ניר משה,58
4301,אפיק,58
364,כפר אוריה,58
,ניר משה,58
990,ראס עלי,58
,חג'אג'רה*,58
,כפר אוריה,58
,ראס עלי,58
623,יראון,57
609,כפר חושן,57
,גורנות הגליל,57
1219,גורנות הגליל,57
,כפר חושן,57
,יראון,57
873,שלווה,56
,יגל,56
798,יגל,56
1046,אוהד,56
,מנרה,56
,שלווה,56
347,מנרה,56
,אוהד,56
,שובה,55
,בני נצרים,55
761,שובה,55
1363,בני נצרים,55
,"דרום השרון מ""א 02",55
,ביאדה,54
,מלאה,54
193,כפר חיים,54
,אבן מנחם,54
,כפר חיים,54
164,מלאה,54
1081,אבן מנחם,54
,גדות,53
35,גדות,53
1238,סופה,52
549,גנות הדר,52
,עין זיתים,52
,סופה,52
424,גבים,52
,גנות הדר,52
,גבים,52
,כישור,51
,ברטעה,51
1153,כישור,51
4303,"נווה אטי""ב",50
,מיטל,50
,"נווה אטי""ב",50
1154,מיטל,50
,כפר רות,50
827,נווה מבטח,50
,גבע,50
,נווה מבטח,50
86,גבע,50
1166,כפר רות,50
,לוטן,49
1255,לוטן,49
,גבעת שפירא,48
1077,גבעת שפירא,48
,מרגליות,48
4006,קשת,48
843,מרגליות,48
,שומרה,48
614,שומרה,48
,קשת,48
,עין ראפה,47
514,עין ראפה,47
,כרכום,46
1285,כרכום,46
,מ. א. עמק יזרעאל,45
1060,לקיה,45
4011,אבני איתן,45
,לקיה,45
,אבני איתן,45
,מיצר,45
4019,מיצר,45
,נטועה,44
,ניצני סיני,44
,מעלה גמלא,44
1364,שלומית,44
1280,ניצני סיני,44
1147,נטועה,44
,שלומית,44
4008,מעלה גמלא,44
,צופר,43
1150,צופר,43
,סעד,43
,רינתיה,43
616,רינתיה,43
419,סעד,43
,מכחול,42
,גת רימון,42
128,גת רימון,42
,מיטב,42
2054,מיטב,42
1343,מכחול,42
,עראמשה,41
,עידן,41
1246,עראמשה,41
1175,עידן,41
,*צוקים*,40
,דישון,40
,רמת טראמפ,40
113,אדירים,40
4017,אלוני הבשן,40
,עין תמר,40
223,עין עירון,40
2063,דישון,40
1251,עין תמר,40
,אלוני הבשן,40
,עין עירון,40
,אדירים,40
,עכברה,39
,תלמי מנשה,39
,זובידאת )שבט(,39
,אליפז,39
1248,אליפז,39
,עלמה,38
,מ. א. יואב,38
,עין גב,38
,כפר גבירול,38
688,עלמה,38
273,עין גב,38
,"דוב""ב",37
1067,"דוב""ב",37
,"עמק חפר מזרח מ""א 61",36
,לפידות,36
1173,לפידות,36
,מ. א. עמק הירדן,36
,אלי-עד,35
207,"גבעת ח""ן",35
,עבדון,35
4002,אלי-עד,35
,פקיעין חדשה,35
,"גבעת ח""ן",35
892,עבדון,35
281,פקיעין חדשה,35
,סמר,34
2053,פרזון,34
,פרזון,34
794,עגור,34
,עגור,34
1156,סמר,34
,ניסנית,33
,שני,33
1124,נאות הכיכר,33
322,בית הלל,33
,שזור,33
,צפרירים,33
1287,שני,33
,בית הלל,33
778,תרום,33
527,שזור,33
,תרום,33
,נאות הכיכר,33
1079,צפרירים,33
1223,שדי אברהם,32
,שדי אברהם,32
,מ. א. רמת נגב,32
1317,דמיידה,31
,שתולה,31
,גני טל,31
,דמיידה,31
464,הראל,31
,הראל,31
1371,גני טל,31
183,ירקונה,31
1045,שתולה,31
,סאלם,31
,ירקונה,31
,שמיר,30
,*עראבה*,30
,מ. א. חוף השרון,30
,יונתן,30
826,עוזה,30
,עוזה,30
366,שמיר,30
2006,כנות,30
,טמרה )יזרעאל(,30
547,טמרה )יזרעאל(,30
1242,נתיב העשרה,30
4007,יונתן,30
,כנות,30
,מוצמוץ,30
,נתיב העשרה,30
664,כרם בן זמרה,29
,חצור-אשדוד,29
859,כסלון,29
,כרם בן זמרה,29
,שדות מיכה,29
,כסלון,29
27,שדות מיכה,29
406,חצור-אשדוד,29
,אחווה,28
355,חורשים,28
,חורשים,28
1157,אחווה,28
755,גורן,27
,חברון,27
,כפר חסידים ב',27
,גורן,27
3400,חברון,27
889,כפר חסידים ב',27
1085,כרם שלום,26
,אילות,26
1126,אילות,26
,נטף,26
1254,נטף,26
,כרם שלום,26
,גן שמואל,25
72,גן שמואל,25
1115,אביבים,25
,אביבים,25
,"גליל תחתון מז מ""א 2",25
774,צוריאל,24
,מבטחים,24
,עין השלושה,24
,צוריאל,24
829,מבטחים,24
127,רמת רחל,24
1184,מתת,24
1051,תלמי אליהו,24
,מ. א. חבל מודיעין,24
,ניצנה )קהילת חינוך(,24
676,עין השלושה,24
,רמת רחל,24
,מתת,24
,תלמי אליהו,24
1195,ניצנה )קהילת חינוך(,24
,כפר אל עוברה,23
257,נופך,23
866,יטבתה,23
,נטע,23
,נופך,23
,יטבתה,23
1369,נטע,23
1130,כפר רוזנואלד )זרעית(,22
,כפר רוזנואלד )זרעית(,22
,אום אל-גנם,22
,מבחור,21
,ביר הדאג',21
1348,ביר הדאג',21
,"עמק יזרעאל מ""א 9",21
3797,מודיעין עילית,20
,מ. א. נחל שורק,20
,מודיעין עילית,20
,מ.א. נווה מדבר,20
,כסיפה,19
,מ. א. שפיר,19
,גבעת זאב,19
3730,גבעת זאב,19
,ליבנה,19
1059,כסיפה,19
,שוקדה,18
1102,צוקי ים,18
,עיינות,18
156,עיינות,18
415,שוקדה,18
,באר מילכה,18
,צוקי ים,18
1278,באר מילכה,18
1349,דריג'את,17
,מ.א. חוף הכרמל,17
371,כדורי,17
,שושנת העמקים,17
224,שושנת העמקים,17
,דריג'את,17
358,יד מרדכי,17
,גיזו,17
,כדורי,17
1043,גיזו,17
,יד מרדכי,17
96,יגור,16
,צמח,16
,מ. א. בני שמעון,16
,יגור,16
,תעשיון גליל תחתון,16
,"עמק יזרעאל מ""א 8",16
,מחסיה,16
,מ. א. מנשה,16
776,מחסיה,16
603,אלקוש,15
1359,אל סייד,15
,אל סייד,15
,מ. א. לכיש,15
,"גליל עליון מז מ""א 1",15
,אלקוש,15
1294,אור הגנוז,14
,טבאש,14
,יזרעם,14
752,תעוז,14
,אור הגנוז,14
,עין בוקק,14
,סדום,14
,תעוז,14
,"דרום השרון מ""א 81",14
3656,כרמל,14
,כרמל,14
373,בית הלוי,13
,צובה,13
,מג'דל שמס,13
465,צובה,13
,מ. א. חבל אילות,13
,"בקעת נטופה מ""א 65",13
,בית הלוי,13
4201,מג'דל שמס,13
,באקה-ג'ת**,13
,יכיני,12
,אליאב,12
,רמת הכובש,12
,יעף,12
1361,בת חן,12
,כמהין,12
1044,יעף,12
,מ. א. שדות הנגב,12
811,יכיני,12
1365,אליאב,12
1291,כמהין,12
184,רמת הכובש,12
,בת חן,12
3750,אלפי מנשה,11
403,אורים,11
3616,מעלה אדומים,11
3722,אשכולות,11
250,הזורע,11
,מעלה אדומים,11
970,תראבין א-צאנע )שבט(,11
,אורים,11
,אלפי מנשה,11
,רמת יוחנן,11
,יחד,11
,תראבין א-צאנע )שבט(,11
,ג'דידה,11
,אשכולות,11
178,רמת יוחנן,11
,הזורע,11
450,בארות יצחק,10
,מ. א. מרחבים,10
1358,אום בטין,10
,אום בטין,10
,מסמיה,10
,מ. א. מעלה יוסף,10
,בארות יצחק,10
,מסעדה,9
,אבו קרינאת )יישוב(,9
,חוסנייה,9
1332,חוסנייה,9
,מעגן מיכאל,9
,עין חמד,9
264,שער הגולן,9
,נצר חזני,9
,אליעד,9
694,מעגן מיכאל,9
,קריות,9
1372,נצר חזני,9
,שער הגולן,9
1362,גבעות עדן,9
1342,אבו קרינאת )יישוב(,9
4203,מסעדה,9
,גבעות עדן,9
,גאולי תימן,8
3568,ריחן,8
,מ. א. זבולון,8
,מ. א. שער הנגב,8
,מ. א. גולן,8
,ריחן,8
872,גאולי תימן,8
,*מגדל תפן*,8
,מ. א. דרום השרון,8
4502,עין קנייא,7
,פארק תעשיות חבל מודיעים,7
3769,הר אדר,7
709,תפרח,7
,ברורים,7
,משואות יצחק,7
1321,ח'ואלד,7
620,משואות יצחק,7
,ים המלח - בתי מלון,7
,הר אדר,7
,מ. א. אשכול,7
,תפרח,7
,עין קנייא,7
,ח'ואלד,7
,נאות סמדר,6
1320,עין חוד,6
,שבי דרום,6
1197,נאות סמדר,6
,מאיר שפיה,6
102,מאיר שפיה,6
1377,שבי דרום,6
,מעלה אפרים,6
3608,מעלה אפרים,6
,עין חוד,6
,פארק תעשיות עמק חפר,6
1265,שומריה,6
,הר גילה,6
,שומריה,6
3603,הר גילה,6
,כרם בן שמן,5
,תלמי יוסף,5
1134,יד השמונה,5
,ורד יריחו,5
,מ. מ. רמת חובב,5
,יד השמונה,5
,זיתא,5
88,כרם בן שמן,5
334,קבוצת יבנה,5
,נווה חריף,5
,קבוצת יבנה,5
,עד הלום,5
,עברון,5
3639,ורד יריחו,5
376,עברון,5
1279,נווה חריף,5
1237,תלמי יוסף,5
3570,אריאל,4
668,מפלסים,4
,יתיר,4
,בית ברל,4
,ראס אל-עין,4
,מגן,4
,מפלסים,4
,נועם,4
1378,שיזף,4
3650,אפרת,4
4013,אורטל,4
,כפר עבודה,4
,עין חרוד )איחוד(,4
,עמיעוז,4
3759,אדורה,4
1375,אבו תלול,4
,תעשיון ראם*,4
875,כפר עבודה,4
,ביכורה,4
89,עין חרוד )איחוד(,4
,רימונים,4
1076,בית ברל,4
15,נועם,4
3660,עמנואל,4
3565,רימונים,4
1334,ראס אל-עין,4
,אבו דיס,4
,כפר עקב,4
,אבו תלול,4
,אדורה,4
,אורטל,4
,כפר אהרון,4
695,מגן,4
,אפרת,4
318,עמיעוז,4
,שיזף,4
,עמנואל,4
,אריאל,4
3574,בית אל,3
,תראבין א-צאנע)ישוב(,3
1346,תראבין א-צאנע)ישוב(,3
1052,קטורה,3
,קטורה,3
397,חצרים,3
,תענך,3
,בוקעאתא,3
,סנסנה,3
,כפר סילבר,3
,צאלים,3
4001,בוקעאתא,3
369,גלעד )אבן יצחק(,3
,מ. א. עמק חפר,3
,עין קיניא,3
,רותם,3
,אבו סריחאן )שבט(,3
,הדסים,3
,גלעד )אבן יצחק(,3
,קרית חרושת,3
,מ. א. הגלבוע,3
,מ. א. הערבה התיכונה,3
,"אזור כינרות מ""א 3",3
,תומר,3
935,אבו סריחאן )שבט(,3
3777,סנסנה,3
,תל אל-בידא,3
3782,רותם,3
,בית אל,3
,חצרים,3
413,צאלים,3
3558,תומר,3
107,כפר סילבר,3
3763,גבע בנימין,2
3770,חשמונאים,2
,פארק תעשיות עידן הנג,2
1053,עין חצבה,2
,"גליל תחתון מז של""ש",2
,שחרות,2
,חשמונאים,2
3719,תלם,2
,גבע בנימין,2
,מקווה ישראל,2
,"עמק בית שאן מ""א 7",2
22,מקווה ישראל,2
,תלם,2
,ברעם,2
,שגור**,2
3604,אלון שבות,2
,"גליל תחתון מז מ""א 6",2
402,ניר יצחק,2
,בארי,2
,אבו עבדון )שבט(,2
1266,שחרות,2
,ג'אבליה /נזלה,2
,פדואל,2
,אלון שבות,2
,אזור תעסוקה משגב,2
,עלי זהב,2
,עלי,2
,"אזור באר שבע מ""א 14",2
958,אבו עבדון )שבט(,2
,תל,2
1225,רביד,2
,"אזור פתח תקוה של""ש",2
,*קלע*,2
399,בארי,2
3765,עלי,2
,נחל שורק,2
3727,עלי זהב,2
1111,צופיה,2
3768,פדואל,2
578,סאסא,2
1042,אבו עמאר )שבט(,2
921,שער מנשה,2
,"הערבה מ""א 15",2
,צופיה,2
,מ. א. אל-בטוף,2
,שער מנשה,2
,עין חצבה,2
,כפר נחום,2
,"אזור זכרון יעקב מ""א 51",2
,ניר יצחק,2
,נחל צלמון,2
,אבו עמאר )שבט(,2
,נגידאת,2
,רביד,2
1196,מחנה יתיר,2
667,ברעם,2
,סאסא,2
,מחנה יתיר,2
,פארק תעשיות רמת דלתון,2
,מחנה יבור,2
,מוסמוס,2
,מ.א. אל קסום,2
1129,גרופית,1
,פלוגות,1
,ניצן ב',1
,עלמון,1
,שילה,1
,תל חי,1
,עטרת,1
2021,אשל הנשיא,1
,תעשיון בינימין*,1
,עופרה,1
,קרן,1
,"נפת ירדן מ""א 47",1
,ערב אל ווהב,1
,סוסיה,1
3658,עטרת,1
,מ. א. מטה בנימין,1
,מ. א. בוסתאן אל מרג',1
,מפעלי גליל עליון,1
,מצדות יהודה,1
,מרכז אזורי מרום הגליל,1
,עארורה,1
,מבוא דותן,1
,עמריה,1
,ערב אל היב,1
,קרית בנימין,1
,קרני שומרון,1
,חרבת אבו חמיש,1
,חיננית,1
,"אזור רמת גן מ""א 42",1
,"הר הנגב הדרומי מ""א 35",1
,דרום יהודה,1
,באקה א-שרקיה,1
,גיתית,1
,"גולן דרומי מ""א 17",1
,בת עין,1
,בר-לב,1
,בית ליד,1
,אשל הנשיא,1
,מתתיהו,1
,נווה דקלים,1
,סנסנה*,1
3560,אלקנה,1
3756,סוסיה,1
3823,גני מודיעין,1
961,אבו רוקייק )שבט(,1
3652,בית אריה,1
3641,שילה,1
,"אזור יקנעם מ""א 31",1
,"אזור יקנעם מ""א 9",1
3617,עופרה,1
3564,כוכב השחר,1
1367,כחלה,1
,עין א-סהלה,1
1239,חולית,1
,ברקא,1
,ג'למה,1
,"גליל תחתון מז מ""א 3",1
,שבטה,1
,קריית שדה התעופה,1
,ואדי אל-ועד,1
,"פארק הירדן מ""א 6",1
,כפר גלים,1
,ג'ית,1
,ג'לג'יליא,1
,"אזור נהריה של""ש",1
3643,חיננית,1
,"אזור פתח תקווה מ""א 02",1
,"אזור פתח תקווה מ""א 52",1
,"אזור שפרעם מ""א 65",1
,"אזור תל אביב של""ש",1
,אלקנה,1
3794,בת עין,1
,בית אריה,1
,בית רבן,1
3648,מתתיהו,1
,"גליל עליון מז מ""א 2",1
,"אזור בשור מ""א 83",1
3613,גיתית,1
,גני מודיעין,1
3569,מבוא דותן,1
,חולית,1
,חרוב,1
,טנא,1
,כוכב השחר,1
,כוכב יעקב,1
,כחלה,1
,"אזור לכיש מ""א 05",1
,"אזור באר שבע מ""א 15",1
,"אזור כרמיאל מ""א 2",1
3709,מבוא חורון,1
,אורון,1
,"דרום השרון של""ש",1
897,מדרשת רופין,1
848,בית רבן,1
3715,עלמון,1
392,קדמה,1
3787,נעלה,1
3779,כוכב יעקב,1
3743,טנא,1
1419,ניצן ב',1
,אוריאל,1
,מ. א. לב השרון,1
,מבוא חורון,1
,מדרשת רופין,1
427,כפר גלים,1
3640,קרני שומרון,1
,נעלה,1
,קדמה,1
,תעשיון חצב*,1
,אבו רוקייק )שבט(,1
,גרופית,1
