dataset,city,year,deals
odata_all_cities,דימונה,2024,306
odata_all_cities,הדר עם,2002,3
odata_all_cities,הדר עם,2004,1
odata_all_cities,הדר עם,2005,1
odata_all_cities,הדר עם,2006,2
odata_all_cities,הדר עם,2007,1
odata_all_cities,הדר עם,2009,2
odata_all_cities,הדר עם,2010,1
odata_all_cities,הדר עם,2011,1
odata_all_cities,הדר עם,2012,1
odata_all_cities,הדר עם,2013,1
odata_all_cities,הדר עם,2015,4
odata_all_cities,הדר עם,2016,1
odata_all_cities,הדר עם,2017,2
odata_all_cities,הדר עם,2018,2
odata_all_cities,הדר עם,2019,2
odata_all_cities,הדר עם,2020,2
odata_all_cities,הדר עם,2021,4
odata_all_cities,הדר עם,2023,3
odata_all_cities,הדר עם,2024,3
odata_all_cities,הוד השרון,1998,240
odata_all_cities,הוד השרון,1999,205
odata_all_cities,הוד השרון,2000,203
odata_all_cities,הוד השרון,2001,218
odata_all_cities,הוד השרון,2002,259
odata_all_cities,הוד השרון,2003,308
odata_all_cities,הוד השרון,2004,283
odata_all_cities,הוד השרון,2005,328
odata_all_cities,הוד השרון,2006,348
odata_all_cities,הוד השרון,2007,394
odata_all_cities,הוד השרון,2008,333
odata_all_cities,הוד השרון,2009,350
odata_all_cities,הוד השרון,2010,396
odata_all_cities,הוד השרון,2011,504
odata_all_cities,הוד השרון,2012,656
odata_all_cities,הוד השרון,2013,688
odata_all_cities,הוד השרון,2014,587
odata_all_cities,הוד השרון,2015,693
odata_all_cities,הוד השרון,2016,605
odata_all_cities,הוד השרון,2017,432
odata_all_cities,הוד השרון,2018,512
odata_all_cities,הוד השרון,2019,581
odata_all_cities,הוד השרון,2020,529
odata_all_cities,הוד השרון,2021,730
odata_all_cities,הוד השרון,2022,517
odata_all_cities,הוד השרון,2023,280
odata_all_cities,הוד השרון,2024,227
odata_all_cities,הר אדר,2003,1
odata_all_cities,הר אדר,2004,3
odata_all_cities,הר אדר,2005,6
odata_all_cities,הר אדר,2006,4
odata_all_cities,הר אדר,2007,12
odata_all_cities,הר אדר,2008,7
odata_all_cities,הר אדר,2009,18
odata_all_cities,הר אדר,2010,11
odata_all_cities,הר אדר,2011,12
odata_all_cities,הר אדר,2012,8
odata_all_cities,הר אדר,2013,7
odata_all_cities,הר אדר,2014,8
odata_all_cities,הר אדר,2015,13
odata_all_cities,הר אדר,2016,8
odata_all_cities,הר אדר,2017,6
odata_all_cities,הר אדר,2018,10
odata_all_cities,הר אדר,2019,9
odata_all_cities,הר אדר,2020,10
odata_all_cities,הר אדר,2021,11
odata_all_cities,הר אדר,2022,5
odata_all_cities,הר אדר,2023,5
odata_all_cities,הר אדר,2024,1
odata_all_cities,הר גילה,2021,2
odata_all_cities,הרצלייה,1998,437
odata_all_cities,הרצלייה,1999,406
odata_all_cities,הרצלייה,2000,452
odata_all_cities,הרצלייה,2001,538
odata_all_cities,הרצלייה,2002,557
odata_all_cities,הרצלייה,2003,617
odata_all_cities,הרצלייה,2004,724
odata_all_cities,הרצלייה,2005,840
odata_all_cities,הרצלייה,2006,908
odata_all_cities,הרצלייה,2007,985
odata_all_cities,הרצלייה,2008,765
odata_all_cities,הרצלייה,2009,1004
odata_all_cities,הרצלייה,2010,954
odata_all_cities,הרצלייה,2011,711
odata_all_cities,הרצלייה,2012,840
odata_all_cities,הרצלייה,2013,915
odata_all_cities,הרצלייה,2014,840
odata_all_cities,הרצלייה,2015,945
odata_all_cities,הרצלייה,2016,1008
odata_all_cities,הרצלייה,2017,871
odata_all_cities,הרצלייה,2018,1169
odata_all_cities,הרצלייה,2019,1063
odata_all_cities,הרצלייה,2020,1066
odata_all_cities,הרצלייה,2021,1781
odata_all_cities,הרצלייה,2022,1140
odata_all_cities,הרצלייה,2023,756
odata_all_cities,הרצלייה,2024,527
odata_all_cities,זכרון יעקב,1998,61
odata_all_cities,זכרון יעקב,1999,53
odata_all_cities,זכרון יעקב,2000,69
odata_all_cities,זכרון יעקב,2001,53
odata_all_cities,זכרון יעקב,2002,77
odata_all_cities,זכרון יעקב,2003,99
odata_all_cities,זכרון יעקב,2004,97
odata_all_cities,זכרון יעקב,2005,97
odata_all_cities,זכרון יעקב,2006,121
odata_all_cities,זכרון יעקב,2007,128
odata_all_cities,זכרון יעקב,2008,131
odata_all_cities,זכרון יעקב,2009,151
odata_all_cities,זכרון יעקב,2010,142
odata_all_cities,זכרון יעקב,2011,128
odata_all_cities,זכרון יעקב,2012,163
odata_all_cities,זכרון יעקב,2013,170
odata_all_cities,זכרון יעקב,2014,129
odata_all_cities,זכרון יעקב,2015,159
odata_all_cities,זכרון יעקב,2016,182
odata_all_cities,זכרון יעקב,2017,117
odata_all_cities,זכרון יעקב,2018,151
odata_all_cities,זכרון יעקב,2019,160
odata_all_cities,זכרון יעקב,2020,137
odata_all_cities,זכרון יעקב,2021,269
odata_all_cities,זכרון יעקב,2022,168
odata_all_cities,זכרון יעקב,2023,114
odata_all_cities,זכרון יעקב,2024,76
odata_all_cities,זכריה,2006,1
odata_all_cities,זכריה,2008,1
odata_all_cities,זכריה,2009,1
odata_all_cities,זכריה,2010,1
odata_all_cities,זכריה,2012,1
odata_all_cities,זכריה,2014,2
odata_all_cities,זכריה,2015,1
odata_all_cities,זכריה,2016,1
odata_all_cities,זכריה,2018,1
odata_all_cities,זכריה,2020,2
odata_all_cities,זכריה,2021,2
odata_all_cities,זכריה,2022,2
odata_all_cities,זכריה,2023,3
odata_all_cities,זרזיר,2002,3
odata_all_cities,זרזיר,2003,1
odata_all_cities,זרזיר,2005,1
odata_all_cities,זרזיר,2007,1
odata_all_cities,זרזיר,2011,4
odata_all_cities,זרזיר,2012,2
odata_all_cities,זרזיר,2016,2
odata_all_cities,זרזיר,2017,1
odata_all_cities,זרזיר,2018,8
odata_all_cities,זרזיר,2019,8
odata_all_cities,זרזיר,2020,9
odata_all_cities,זרזיר,2021,9
odata_all_cities,זרזיר,2022,2
odata_all_cities,זרזיר,2023,6
odata_all_cities,חבצלת השרון,1999,1
odata_all_cities,חבצלת השרון,2012,1
odata_all_cities,חבצלת השרון,2014,1
odata_all_cities,חבצלת השרון,2019,1
odata_all_cities,חבצלת השרון,2021,1
odata_all_cities,חגור,2004,2
odata_all_cities,חגור,2005,1
odata_all_cities,חגור,2006,4
odata_all_cities,חגור,2007,1
odata_all_cities,חגור,2009,2
odata_all_cities,חגור,2010,1
odata_all_cities,חגור,2013,3
odata_all_cities,חגור,2016,1
odata_all_cities,חגור,2018,2
odata_all_cities,חגור,2020,1
odata_all_cities,חגור,2021,2
odata_all_cities,חגור,2024,1
odata_all_cities,חדיד,2009,1
odata_all_cities,חדרה,1998,247
odata_all_cities,חדרה,1999,229
odata_all_cities,חדרה,2000,194
odata_all_cities,חדרה,2001,202
odata_all_cities,חדרה,2002,211
odata_all_cities,חדרה,2003,263
odata_all_cities,חדרה,2004,277
odata_all_cities,חדרה,2005,283
odata_all_cities,חדרה,2006,356
odata_all_cities,חדרה,2007,529
odata_all_cities,חדרה,2008,692
odata_all_cities,חדרה,2009,639
odata_all_cities,חדרה,2010,707
odata_all_cities,חדרה,2011,619
odata_all_cities,חדרה,2012,693
odata_all_cities,חדרה,2013,831
odata_all_cities,חדרה,2014,783
odata_all_cities,חדרה,2015,1138
odata_all_cities,חדרה,2016,1404
odata_all_cities,חדרה,2017,1016
odata_all_cities,חדרה,2018,1062
odata_all_cities,חדרה,2019,983
odata_all_cities,חדרה,2020,1009
odata_all_cities,חדרה,2021,1707
odata_all_cities,חדרה,2022,1060
odata_all_cities,חדרה,2023,682
odata_all_cities,חדרה,2024,540
odata_all_cities,חולון,1998,743
odata_all_cities,חולון,1999,835
odata_all_cities,חולון,2000,796
odata_all_cities,חולון,2001,829
odata_all_cities,חולון,2002,895
odata_all_cities,חולון,2003,872
odata_all_cities,חולון,2004,822
odata_all_cities,חולון,2005,890
odata_all_cities,חולון,2006,1068
odata_all_cities,חולון,2007,1597
odata_all_cities,חולון,2008,1421
odata_all_cities,חולון,2009,1345
odata_all_cities,חולון,2010,1165
odata_all_cities,חולון,2011,965
odata_all_cities,חולון,2012,1300
odata_all_cities,חולון,2013,1413
odata_all_cities,חולון,2014,1271
odata_all_cities,חולון,2015,1557
odata_all_cities,חולון,2016,1509
odata_all_cities,חולון,2017,1262
odata_all_cities,חולון,2018,1357
odata_all_cities,חולון,2019,1497
odata_all_cities,חולון,2020,1306
odata_all_cities,חולון,2021,2005
odata_all_cities,חולון,2022,1519
odata_all_cities,חולון,2023,909
odata_all_cities,חולון,2024,720
odata_all_cities,חוסן,2001,1
odata_all_cities,חוסן,2002,2
odata_all_cities,חוסן,2008,2
odata_all_cities,חוסן,2009,2
odata_all_cities,חוסן,2013,2
odata_all_cities,חוסן,2014,2
odata_all_cities,חוסן,2015,1
odata_all_cities,חוסן,2016,5
odata_all_cities,חוסן,2017,2
odata_all_cities,חוסן,2018,2
odata_all_cities,חוסן,2019,4
odata_all_cities,חוסן,2020,4
odata_all_cities,חוסן,2021,3
odata_all_cities,חוסן,2022,6
odata_all_cities,חוסן,2023,1
odata_all_cities,חופית,1999,1
odata_all_cities,חופית,2000,4
odata_all_cities,חופית,2001,4
odata_all_cities,חופית,2002,1
odata_all_cities,חופית,2003,4
odata_all_cities,חופית,2004,4
odata_all_cities,חופית,2005,3
odata_all_cities,חופית,2006,5
odata_all_cities,חופית,2007,7
odata_all_cities,חופית,2008,1
odata_all_cities,חופית,2009,4
odata_all_cities,חופית,2010,4
odata_all_cities,חופית,2011,2
odata_all_cities,חופית,2012,3
odata_all_cities,חופית,2013,5
odata_all_cities,חופית,2014,4
odata_all_cities,חופית,2015,3
odata_all_cities,חופית,2017,4
odata_all_cities,חופית,2018,2
odata_all_cities,חופית,2019,2
odata_all_cities,חופית,2020,8
odata_all_cities,חופית,2021,13
odata_all_cities,חופית,2022,6
odata_all_cities,חופית,2023,3
odata_all_cities,חורה,2017,1
odata_all_cities,חורה,2019,1
odata_all_cities,חיבת ציון,2014,3
odata_all_cities,חיבת ציון,2017,4
odata_all_cities,חיבת ציון,2021,5
odata_all_cities,חיבת ציון,2022,3
odata_all_cities,חיבת ציון,2023,2
odata_all_cities,חיבת ציון,2024,1
odata_all_cities,חיפה,1998,887
odata_all_cities,חיפה,1999,976
odata_all_cities,חיפה,2000,903
odata_all_cities,חיפה,2001,838
odata_all_cities,חיפה,2002,847
odata_all_cities,חיפה,2003,944
odata_all_cities,חיפה,2004,896
odata_all_cities,חיפה,2005,937
odata_all_cities,חיפה,2006,855
odata_all_cities,חיפה,2007,1327
odata_all_cities,חיפה,2008,1782
odata_all_cities,חיפה,2009,2199
odata_all_cities,חיפה,2010,2062
odata_all_cities,חיפה,2011,1875
odata_all_cities,חיפה,2012,2240
odata_all_cities,חיפה,2013,2412
odata_all_cities,חיפה,2014,2329
odata_all_cities,חיפה,2015,2414
odata_all_cities,חיפה,2016,2538
odata_all_cities,חיפה,2017,2488
odata_all_cities,חיפה,2018,2456
odata_all_cities,חיפה,2019,2640
odata_all_cities,חיפה,2020,2646
odata_all_cities,חיפה,2021,4324
odata_all_cities,חיפה,2022,4305
odata_all_cities,חיפה,2023,3365
odata_all_cities,חיפה,2024,2199
odata_all_cities,חיפה,2027,1
odata_all_cities,חירות,2002,1
odata_all_cities,חירות,2011,1
odata_all_cities,חירות,2013,1
odata_all_cities,חירות,2016,1
odata_all_cities,חירות,2018,2
odata_all_cities,חירות,2019,1
odata_all_cities,חירות,2020,1
odata_all_cities,חירות,2021,2
odata_all_cities,חירות,2022,4
odata_all_cities,חמד,2012,1
odata_all_cities,חמד,2017,1
odata_all_cities,חמד,2018,1
odata_all_cities,חמד,2019,2
odata_all_cities,חמד,2023,1
odata_all_cities,חניאל,2015,1
odata_all_cities,חצור הגלילית,1998,8
odata_all_cities,חצור הגלילית,1999,4
odata_all_cities,חצור הגלילית,2000,10
odata_all_cities,חצור הגלילית,2001,14
odata_all_cities,חצור הגלילית,2002,15
odata_all_cities,חצור הגלילית,2003,13
odata_all_cities,חצור הגלילית,2004,4
odata_all_cities,חצור הגלילית,2005,4
odata_all_cities,חצור הגלילית,2006,17
odata_all_cities,חצור הגלילית,2007,15
odata_all_cities,חצור הגלילית,2008,22
odata_all_cities,חצור הגלילית,2009,31
odata_all_cities,חצור הגלילית,2010,34
odata_all_cities,חצור הגלילית,2011,17
odata_all_cities,חצור הגלילית,2012,26
odata_all_cities,חצור הגלילית,2013,45
odata_all_cities,חצור הגלילית,2014,104
odata_all_cities,חצור הגלילית,2015,59
odata_all_cities,חצור הגלילית,2016,32
odata_all_cities,חצור הגלילית,2017,33
odata_all_cities,חצור הגלילית,2018,40
odata_all_cities,חצור הגלילית,2019,44
odata_all_cities,חצור הגלילית,2020,60
odata_all_cities,חצור הגלילית,2021,87
odata_all_cities,חצור הגלילית,2022,63
odata_all_cities,חצור הגלילית,2023,54
odata_all_cities,חצור הגלילית,2024,27
odata_all_cities,חריש,2002,1
odata_all_cities,חריש,2013,18
odata_all_cities,חריש,2014,33
odata_all_cities,חריש,2015,81
odata_all_cities,חריש,2016,256
odata_all_cities,חריש,2017,173
odata_all_cities,חריש,2018,222
odata_all_cities,חריש,2019,202
odata_all_cities,חריש,2020,281
odata_all_cities,חריש,2021,599
odata_all_cities,חריש,2022,625
odata_all_cities,חריש,2023,215
odata_all_cities,חריש,2024,253
odata_all_cities,חשמונאים,2003,1
odata_all_cities,חשמונאים,2005,2
odata_all_cities,חשמונאים,2007,2
odata_all_cities,חשמונאים,2008,2
odata_all_cities,חשמונאים,2010,4
odata_all_cities,חשמונאים,2012,2
odata_all_cities,חשמונאים,2013,4
odata_all_cities,חשמונאים,2014,4
odata_all_cities,חשמונאים,2015,3
odata_all_cities,חשמונאים,2016,5
odata_all_cities,חשמונאים,2017,1
odata_all_cities,חשמונאים,2018,1
odata_all_cities,חשמונאים,2019,7
odata_all_cities,חשמונאים,2020,5
odata_all_cities,חשמונאים,2021,2
odata_all_cities,חשמונאים,2022,2
odata_all_cities,חשמונאים,2023,5
odata_all_cities,טבריה,1998,119
odata_all_cities,טבריה,1999,175
odata_all_cities,טבריה,2000,165
odata_all_cities,טבריה,2001,203
odata_all_cities,טבריה,2002,139
odata_all_cities,טבריה,2003,129
odata_all_cities,טבריה,2004,128
odata_all_cities,טבריה,2005,85
odata_all_cities,טבריה,2006,114
odata_all_cities,טבריה,2007,169
odata_all_cities,טבריה,2008,193
odata_all_cities,טבריה,2009,347
odata_all_cities,טבריה,2010,471
odata_all_cities,טבריה,2011,402
odata_all_cities,טבריה,2012,478
odata_all_cities,טבריה,2013,553
odata_all_cities,טבריה,2014,552
odata_all_cities,טבריה,2015,709
odata_all_cities,טבריה,2016,843
odata_all_cities,טבריה,2017,691
odata_all_cities,טבריה,2018,715
odata_all_cities,טבריה,2019,716
odata_all_cities,טבריה,2020,736
odata_all_cities,טבריה,2021,1182
odata_all_cities,טבריה,2022,1255
odata_all_cities,טבריה,2023,865
odata_all_cities,טבריה,2024,439
odata_all_cities,טובא-זנגרייה,2001,2
odata_all_cities,טובא-זנגרייה,2002,2
odata_all_cities,טובא-זנגרייה,2003,2
odata_all_cities,טובא-זנגרייה,2009,2
odata_all_cities,טובא-זנגרייה,2011,2
odata_all_cities,טובא-זנגרייה,2012,2
odata_all_cities,טובא-זנגרייה,2014,4
odata_all_cities,טובא-זנגרייה,2015,2
odata_all_cities,טובא-זנגרייה,2016,8
odata_all_cities,טובא-זנגרייה,2019,4
odata_all_cities,טובא-זנגרייה,2020,4
odata_all_cities,טובא-זנגרייה,2022,6
odata_all_cities,טובא-זנגרייה,2023,4
odata_all_cities,טורעאן,1998,2
odata_all_cities,טורעאן,1999,4
odata_all_cities,טורעאן,2001,2
odata_all_cities,טורעאן,2008,2
odata_all_cities,טורעאן,2010,4
odata_all_cities,טורעאן,2011,6
odata_all_cities,טורעאן,2012,2
odata_all_cities,טורעאן,2013,2
odata_all_cities,טורעאן,2014,2
odata_all_cities,טורעאן,2015,2
odata_all_cities,טורעאן,2016,4
odata_all_cities,טורעאן,2017,2
odata_all_cities,טורעאן,2018,8
odata_all_cities,טורעאן,2019,4
odata_all_cities,טורעאן,2020,8
odata_all_cities,טורעאן,2021,24
odata_all_cities,טורעאן,2022,34
odata_all_cities,טורעאן,2023,28
odata_all_cities,טורעאן,2024,12
odata_all_cities,טירה,1998,2
odata_all_cities,טירה,2000,2
odata_all_cities,טירה,2016,2
odata_all_cities,טירה,2017,2
odata_all_cities,טירה,2018,2
odata_all_cities,טירה,2019,2
odata_all_cities,טירה,2021,4
odata_all_cities,טירה,2022,2
odata_all_cities,טירה,2023,2
odata_all_cities,טירת כרמל,1998,45
odata_all_cities,טירת כרמל,1999,44
odata_all_cities,טירת כרמל,2000,28
odata_all_cities,טירת כרמל,2001,31
odata_all_cities,טירת כרמל,2002,27
odata_all_cities,טירת כרמל,2003,35
odata_all_cities,טירת כרמל,2004,29
odata_all_cities,טירת כרמל,2005,31
odata_all_cities,טירת כרמל,2006,32
odata_all_cities,טירת כרמל,2007,58
odata_all_cities,טירת כרמל,2008,72
odata_all_cities,טירת כרמל,2009,72
odata_all_cities,טירת כרמל,2010,94
odata_all_cities,טירת כרמל,2011,98
odata_all_cities,טירת כרמל,2012,120
odata_all_cities,טירת כרמל,2013,116
odata_all_cities,טירת כרמל,2014,173
odata_all_cities,טירת כרמל,2015,195
odata_all_cities,טירת כרמל,2016,230
odata_all_cities,טירת כרמל,2017,183
odata_all_cities,טירת כרמל,2018,172
odata_all_cities,טירת כרמל,2019,159
odata_all_cities,טירת כרמל,2020,189
odata_all_cities,טירת כרמל,2021,369
odata_all_cities,טירת כרמל,2022,277
odata_all_cities,טירת כרמל,2023,255
odata_all_cities,טירת כרמל,2024,261
odata_all_cities,טל-אל,1998,1
odata_all_cities,טל-אל,2003,1
odata_all_cities,טל-אל,2007,1
odata_all_cities,טל-אל,2012,1
odata_all_cities,טל-אל,2014,4
odata_all_cities,טל-אל,2015,5
odata_all_cities,טל-אל,2016,8
odata_all_cities,טל-אל,2017,2
odata_all_cities,טל-אל,2018,4
odata_all_cities,טל-אל,2019,8
odata_all_cities,טל-אל,2020,3
odata_all_cities,טל-אל,2021,4
odata_all_cities,טל-אל,2022,5
odata_all_cities,טל-אל,2023,3
odata_all_cities,טל-אל,2024,2
odata_all_cities,טנא,2016,1
odata_all_cities,טנא,2019,3
odata_all_cities,טנא,2024,2
odata_all_cities,יבנה,1998,28
odata_all_cities,יבנה,1999,62
odata_all_cities,יבנה,2000,53
odata_all_cities,יבנה,2001,62
odata_all_cities,יבנה,2002,84
odata_all_cities,יבנה,2003,79
odata_all_cities,יבנה,2004,95
odata_all_cities,יבנה,2005,97
odata_all_cities,יבנה,2006,92
odata_all_cities,יבנה,2007,220
odata_all_cities,יבנה,2008,192
odata_all_cities,יבנה,2009,238
odata_all_cities,יבנה,2010,429
odata_all_cities,יבנה,2011,389
odata_all_cities,יבנה,2012,569
odata_all_cities,יבנה,2013,470
odata_all_cities,יבנה,2014,426
odata_all_cities,יבנה,2015,501
odata_all_cities,יבנה,2016,329
odata_all_cities,יבנה,2017,294
odata_all_cities,יבנה,2018,355
odata_all_cities,יבנה,2019,353
odata_all_cities,יבנה,2020,411
odata_all_cities,יבנה,2021,557
odata_all_cities,יבנה,2022,450
odata_all_cities,יבנה,2023,207
odata_all_cities,יבנה,2024,222
odata_all_cities,יד בנימין,2006,1
odata_all_cities,יד בנימין,2007,22
odata_all_cities,יד בנימין,2008,10
odata_all_cities,יד בנימין,2009,15
odata_all_cities,יד בנימין,2010,13
odata_all_cities,יד בנימין,2011,5
odata_all_cities,יד בנימין,2012,10
odata_all_cities,יד בנימין,2013,9
odata_all_cities,יד בנימין,2014,5
odata_all_cities,יד בנימין,2015,4
odata_all_cities,יד בנימין,2016,4
odata_all_cities,יד בנימין,2017,3
odata_all_cities,יד בנימין,2018,7
odata_all_cities,יד בנימין,2019,8
odata_all_cities,יד בנימין,2020,3
odata_all_cities,יד בנימין,2021,7
odata_all_cities,יד בנימין,2022,4
odata_all_cities,יד בנימין,2023,3
odata_all_cities,יד בנימין,2024,2
odata_all_cities,יד נתן,2002,1
odata_all_cities,יד נתן,2004,1
odata_all_cities,יד נתן,2008,3
odata_all_cities,יד נתן,2011,1
odata_all_cities,יד נתן,2013,1
odata_all_cities,יד נתן,2014,2
odata_all_cities,יד נתן,2015,1
odata_all_cities,יד נתן,2018,2
odata_all_cities,יד נתן,2019,1
odata_all_cities,יד נתן,2020,1
odata_all_cities,יד נתן,2021,1
odata_all_cities,יד נתן,2023,2
odata_all_cities,יד נתן,2024,1
odata_all_cities,יהוד-מונוסון,1998,26
odata_all_cities,יהוד-מונוסון,1999,24
odata_all_cities,יהוד-מונוסון,2000,25
odata_all_cities,יהוד-מונוסון,2001,25
odata_all_cities,יהוד-מונוסון,2002,33
odata_all_cities,יהוד-מונוסון,2003,52
odata_all_cities,יהוד-מונוסון,2004,48
odata_all_cities,יהוד-מונוסון,2005,48
odata_all_cities,יהוד-מונוסון,2006,49
odata_all_cities,יהוד-מונוסון,2007,83
odata_all_cities,יהוד-מונוסון,2008,86
odata_all_cities,יהוד-מונוסון,2009,115
odata_all_cities,יהוד-מונוסון,2010,123
odata_all_cities,יהוד-מונוסון,2011,87
odata_all_cities,יהוד-מונוסון,2012,122
odata_all_cities,יהוד-מונוסון,2013,175
odata_all_cities,יהוד-מונוסון,2014,159
odata_all_cities,יהוד-מונוסון,2015,175
odata_all_cities,יהוד-מונוסון,2016,224
odata_all_cities,יהוד-מונוסון,2017,201
odata_all_cities,יהוד-מונוסון,2018,201
odata_all_cities,יהוד-מונוסון,2019,177
odata_all_cities,יהוד-מונוסון,2020,169
odata_all_cities,יהוד-מונוסון,2021,250
odata_all_cities,יהוד-מונוסון,2022,168
odata_all_cities,יהוד-מונוסון,2023,100
odata_all_cities,יהוד-מונוסון,2024,101
odata_all_cities,יעד,2007,3
odata_all_cities,יעד,2008,2
odata_all_cities,יעד,2011,1
odata_all_cities,יעד,2013,1
odata_all_cities,יעד,2015,1
odata_all_cities,יעד,2016,1
odata_all_cities,יעד,2018,1
odata_all_cities,יעד,2020,3
odata_all_cities,יעד,2021,1
odata_all_cities,יעד,2023,3
odata_all_cities,יקיר,2017,1
odata_all_cities,יקיר,2018,3
odata_all_cities,יקיר,2019,3
odata_all_cities,יקנעם עילית,1998,55
odata_all_cities,יקנעם עילית,1999,19
odata_all_cities,יקנעם עילית,2000,9
odata_all_cities,יקנעם עילית,2001,25
odata_all_cities,יקנעם עילית,2002,26
odata_all_cities,יקנעם עילית,2003,26
odata_all_cities,יקנעם עילית,2004,24
odata_all_cities,יקנעם עילית,2005,31
odata_all_cities,יקנעם עילית,2006,37
odata_all_cities,יקנעם עילית,2007,55
odata_all_cities,יקנעם עילית,2008,79
odata_all_cities,יקנעם עילית,2009,144
odata_all_cities,יקנעם עילית,2010,244
odata_all_cities,יקנעם עילית,2011,178
odata_all_cities,יקנעם עילית,2012,179
odata_all_cities,יקנעם עילית,2013,178
odata_all_cities,יקנעם עילית,2014,122
odata_all_cities,יקנעם עילית,2015,131
odata_all_cities,יקנעם עילית,2016,137
odata_all_cities,יקנעם עילית,2017,137
odata_all_cities,יקנעם עילית,2018,124
odata_all_cities,יקנעם עילית,2019,133
odata_all_cities,יקנעם עילית,2020,143
odata_all_cities,יקנעם עילית,2021,250
odata_all_cities,יקנעם עילית,2022,192
odata_all_cities,יקנעם עילית,2023,128
odata_all_cities,יקנעם עילית,2024,79
odata_all_cities,ירוחם,1998,3
odata_all_cities,ירוחם,1999,5
odata_all_cities,ירוחם,2000,5
odata_all_cities,ירוחם,2001,8
odata_all_cities,ירוחם,2002,4
odata_all_cities,ירוחם,2003,5
odata_all_cities,ירוחם,2004,5
odata_all_cities,ירוחם,2005,3
odata_all_cities,ירוחם,2006,4
odata_all_cities,ירוחם,2007,5
odata_all_cities,ירוחם,2008,5
odata_all_cities,ירוחם,2009,11
odata_all_cities,ירוחם,2010,18
odata_all_cities,ירוחם,2011,30
odata_all_cities,ירוחם,2012,53
odata_all_cities,ירוחם,2013,75
odata_all_cities,ירוחם,2014,83
odata_all_cities,ירוחם,2015,77
odata_all_cities,ירוחם,2016,80
odata_all_cities,ירוחם,2017,51
odata_all_cities,ירוחם,2018,47
odata_all_cities,ירוחם,2019,48
odata_all_cities,ירוחם,2020,47
odata_all_cities,ירוחם,2021,85
odata_all_cities,ירוחם,2022,107
odata_all_cities,ירוחם,2023,99
odata_all_cities,ירוחם,2024,71
odata_all_cities,ירושלים,1998,981
odata_all_cities,ירושלים,1999,1359
odata_all_cities,ירושלים,2000,1032
odata_all_cities,ירושלים,2001,1148
odata_all_cities,ירושלים,2002,1209
odata_all_cities,ירושלים,2003,1324
odata_all_cities,ירושלים,2004,1693
odata_all_cities,ירושלים,2005,1608
odata_all_cities,ירושלים,2006,1433
odata_all_cities,ירושלים,2007,2367
odata_all_cities,ירושלים,2008,2138
odata_all_cities,ירושלים,2009,2508
odata_all_cities,ירושלים,2010,2601
odata_all_cities,ירושלים,2011,2274
odata_all_cities,ירושלים,2012,2868
odata_all_cities,ירושלים,2013,3421
odata_all_cities,ירושלים,2014,2844
odata_all_cities,ירושלים,2015,3418
odata_all_cities,ירושלים,2016,3255
odata_all_cities,ירושלים,2017,2734
odata_all_cities,ירושלים,2018,3008
odata_all_cities,ירושלים,2019,3037
odata_all_cities,ירושלים,2020,3031
odata_all_cities,ירושלים,2021,4769
odata_all_cities,ירושלים,2022,4076
odata_all_cities,ירושלים,2023,3194
odata_all_cities,ירושלים,2024,2371
odata_all_cities,ירחיב,2009,1
odata_all_cities,ירחיב,2014,1
odata_all_cities,ירחיב,2015,2
odata_all_cities,ירחיב,2017,1
odata_all_cities,ירחיב,2019,1
odata_all_cities,ירחיב,2021,4
odata_all_cities,ירחיב,2022,1
odata_all_cities,ירכא,1999,1
odata_all_cities,ירכא,2006,2
odata_all_cities,ירכא,2008,1
odata_all_cities,ירכא,2011,1
odata_all_cities,ירכא,2013,1
odata_all_cities,ירכא,2014,1
odata_all_cities,ירכא,2015,1
odata_all_cities,ירכא,2016,1
odata_all_cities,ירכא,2017,3
odata_all_cities,ירכא,2018,3
odata_all_cities,ירכא,2020,6
odata_all_cities,ירכא,2021,12
odata_all_cities,ירכא,2022,18
odata_all_cities,ירכא,2023,6
odata_all_cities,ירכא,2024,6
odata_all_cities,ירקונה,2000,1
odata_all_cities,ירקונה,2001,1
odata_all_cities,ירקונה,2002,1
odata_all_cities,ירקונה,2003,1
odata_all_cities,ירקונה,2005,1
odata_all_cities,ירקונה,2006,2
odata_all_cities,ירקונה,2007,2
odata_all_cities,ירקונה,2008,1
odata_all_cities,ירקונה,2011,1
odata_all_cities,ירקונה,2012,1
odata_all_cities,ירקונה,2013,1
odata_all_cities,ירקונה,2015,1
odata_all_cities,ירקונה,2016,1
odata_all_cities,ירקונה,2017,1
odata_all_cities,ירקונה,2018,2
odata_all_cities,ירקונה,2019,1
odata_all_cities,ירקונה,2020,2
odata_all_cities,ירקונה,2023,1
odata_all_cities,כוכב השחר,2022,1
odata_all_cities,כוכב השחר,2023,1
odata_all_cities,כוכב יאיר,1998,7
odata_all_cities,כוכב יאיר,1999,8
odata_all_cities,כוכב יאיר,2000,15
odata_all_cities,כוכב יאיר,2001,10
odata_all_cities,כוכב יאיר,2002,15
odata_all_cities,כוכב יאיר,2003,21
odata_all_cities,כוכב יאיר,2004,38
odata_all_cities,כוכב יאיר,2005,46
odata_all_cities,כוכב יאיר,2006,53
odata_all_cities,כוכב יאיר,2007,93
odata_all_cities,כוכב יאיר,2008,62
odata_all_cities,כוכב יאיר,2009,48
odata_all_cities,כוכב יאיר,2010,40
